symbol,year,Volume,marketCap,country,std_rel
PAYS,2013,8965.47619047619,9.34549215,0.0,7.470829541436375
PAYS,2014,12988.888888888889,7.44892543125,0.0,7.28853293121728
PAYS,2015,22834.126984126986,16.058994741433334,0.0,7.674564057716404
PAYS,2016,12080.952380952382,9.782872897250002,0.0,7.481428356185223
PAYS,2017,33035.856573705176,15.028343252500001,0.0,5.955689104455225
PAYS,2018,79549.00398406375,53.593026081249995,0.0,4.877770922710443
PAYS,2019,947622.2222222222,347.6676959525,0.0,5.556018324924671
PAYS,2020,633445.4545454546,402.70624153,0.0,3.097945157770341
PAYS,2021,340049.6031746032,221.57111899249998,0.0,2.9891473036337066
PAYS,2022,129940.2390438247,100.46029228500001,0.0,2.7401542181425915
PAYS,2023,148756.8,144.1493175125,0.0,2.6529092641912446
PAYS,2024,269039.15343915345,155.77413717666664,0.0,3.107332450720426
PAYX,2004,2226255.5555555555,13140.198785,0.0,2.134737292916888
PAYX,2005,2163515.476190476,12121.9410625,0.0,2.203088810373274
PAYX,2006,2041772.111553785,14729.8176575,0.0,2.1055291944328567
PAYX,2007,3165161.354581673,15696.4229725,0.0,1.5726517271939573
PAYX,2008,4022556.5217391304,12634.8185375,0.0,1.1777140668212132
PAYX,2009,3942213.492063492,9459.42172,0.0,1.2358567031692853
PAYX,2010,3474891.6666666665,10370.318,0.0,1.174854576358792
PAYX,2011,3090941.6666666665,10988.752,0.0,1.256316589844855
PAYX,2012,2644030.8,11209.054,0.0,1.1647648777146058
PAYX,2013,2334271.0317460317,12894.2965,0.0,1.2936342136266463
PAYX,2014,2195873.015873016,15308.167249999999,0.0,1.3973155716250327
PAYX,2015,2115583.3333333335,17324.93925,0.0,1.1716633514090091
PAYX,2016,2253971.0317460317,19882.8515,0.0,1.4807355592666958
PAYX,2017,1988584.860557769,21258.244,0.0,2.2953778351854126
PAYX,2018,2227252.589641434,24353.253,0.0,1.4330658144065211
PAYX,2019,1727934.9206349207,28301.5115,0.0,1.3552963454403937
PAYX,2020,2103447.8260869565,27971.2485,0.0,1.3837236620553943
PAYX,2021,1599061.507936508,36144.223750000005,0.0,1.4837104347469057
PAYX,2022,1784912.749003984,43764.198000000004,0.0,1.2261047172610948
PAYX,2023,1938307.2,41609.966,0.0,1.6641893978367424
PAYX,2024,1821809.5238095238,43786.241,0.0,1.6410849516346013
PBF,2013,1000588.0952380953,710.0410081233334,0.0,3.642067471712889
PBF,2014,1644534.9206349207,1365.5097057925,0.0,2.334770377038401
PBF,2015,1760046.0317460317,2405.5584126450003,0.0,2.653272727315844
PBF,2016,2176612.698412698,2841.2938324125003,0.0,2.9381178419947918
PBF,2017,2372683.665338645,2454.16861585,0.0,2.980604844969719
PBF,2018,2037435.4581673306,3856.517185885,0.0,2.485949859148334
PBF,2019,1854076.9841269841,4287.21422505,0.0,2.766545303529849
PBF,2020,4716086.956521739,2273.685634,0.0,3.639569826494483
PBF,2021,4310250.0,1266.78849207,0.0,4.087874703927435
PBF,2022,3370344.22310757,2373.9223820725,0.0,2.566439414952239
PBF,2023,2520586.4,5040.930884345,0.0,2.3300593166245913
PBF,2024,2144171.4285714286,6322.483582483333,0.0,1.981047902012416
